"Area Served","Callsign","Frequency(MHz)","Purpose","Polarisation","Antenna Height (m)","Antenna Pattern","Maximum ERP (W)","Technical Specification Number","Licence Number","Site id","Site Name","Zone","Easting","Northing","Latitude","Longitude","State","BSL","Licence Area","Licence Area ID","Status"
"Augusta","6TZ","101.5","Commercial","V","20","DA","80","1133501","10165271","40725","Broadcast Australia Site Lot 862 Leeuwin Rd AUGUSTA","0","0","0","34 19 39S","115 9 44E","WA","10404","BUNBURY RA1","","Issued"
"Aurukun","4ACR","107.7","Community","M","10","OD","10","10003474","10700127","40875","Cmty Radio Site 510 McKenzie Drive AURUKUN","0","0","0","13 21 20S","141 43 47E","QLD","10182","AURUKUN RA1","","Issued"
"Ayr/Home Hill","4TOO","92.3","Commercial","M","20","OD","1000","1137918","10756649","19299","Burdekin Communications Site 12 km SE of Home Hill MT INKERMAN","0","0","0","19 44 44S","147 29 45E","QLD","4185","TOWNSVILLE RA1","","Issued"
"Ayr/Home Hill","4TSV","93.1","Commercial","M","20","OD","1000","1137995","10756642","19299","Burdekin Communications Site 12 km SE of Home Hill MT INKERMAN","0","0","0","19 44 44S","147 29 45E","QLD","4168","TOWNSVILLE RA1","","Issued"
"Ayr/Home Hill","","97.1","HPON","V","20","OD","100","10008020","1170275","19299","Burdekin Communications Site 12 km SE of Home Hill MT INKERMAN","0","0","0","19 44 44S","147 29 45E","QLD","","","","Issued"
"Ayton","4ABCRR","103.9","Retransmission","M","15","OD","5","477001","1157338","40742","Broadcast Site Lot 39 Third Street AYTON","0","0","0","15 55 14S","145 20 49E","QLD","","","","Issued"
"Ayton","4ABCRN","107.1","Retransmission","M","15","OD","30","1130730","1144532","40742","Broadcast Site Lot 39 Third Street AYTON","0","0","0","15 55 14S","145 20 49E","QLD","","","","Issued"
"Babinda","4ABCRN","94.1","National","M","33","DA","400","10007526","1152883","440569","Ergon Enrgy Site TV Site GRAHAM RANGE","0","0","0","17 22 59S","146 0 11E","QLD","","","","Issued"
"Babinda","4ZKZ","94.9","Commercial","M","20","DA","400","10007532","1153669","440569","Ergon Enrgy Site TV Site GRAHAM RANGE","0","0","0","17 22 59S","146 0 11E","QLD","10319","INNISFAIL RA1","","Issued"
"Babinda","4ABCRR","95.7","National","M","33","DA","400","10007527","1152884","440569","Ergon Enrgy Site TV Site GRAHAM RANGE","0","0","0","17 22 59S","146 0 11E","QLD","","","","Issued"
"Babinda","4KZ","102.5","Commercial","V","15","OD","400","10009179","1155037","440569","Ergon Enrgy Site TV Site GRAHAM RANGE","0","0","0","17 22 59S","146 0 11E","QLD","4177","INNISFAIL RA1","","Issued"
"Bacchus Marsh","3APL","98.5","Community","M","30","DA","400","10009587","1156590","152917","Broadcast Site Bacchus Marsh Rifle Club Dog Trap Rd GORROCK","0","0","0","37 41 21S","144 22 37E","VIC","1150675","BACCHUS MARSH RA1","","Issued"
"Bacchus Marsh","3APL","98.5","Community","M","10","DA","400","10009587","1156590","10008393","Darley Community Hub Building 3 182 Halletts Way DARLEY","0","0","0","37 39 12S","144 25 21E","VIC","1150675","BACCHUS MARSH RA1","","Issued"
"Badgingarra","6FMS","100.3","Retransmission","V","15","DA","10","10002444","10100236","40905","Broadcast Site BADGINGARRA","0","0","0","30 23 28S","115 29 57E","WA","","","","Issued"
"Badu Island","4ACR","107.5","Community","M","10","OD","10","10003475","1172209","40901","Broadcast Site Lot 275 Blanket St BADU","0","0","0","10 9 31S","142 10 4E","QLD","10183","BADU ISLAND RA1","","Issued"
"Bairnsdale","","97.5","HPON","M","41","DA","2000","10011064","1170827","12067","Broadcast Australia Site off Tower Rd MT TAYLOR","0","0","0","37 42 20S","147 33 38E","VIC","","","","Issued"
"Bairnsdale","3GV","98.3","Commercial","M","25","DA","5000","1138046","10312376","140959","Broadcast Tower  Ace Radio Site off Tower Rd MOUNT TAYLOR","0","0","0","37 42 22S","147 33 38E","VIC","4157","SALE RA1","","Issued"
"Bairnsdale","3TFM","99.9","Commercial","M","25","DA","5000","10011107","10139575","140959","Broadcast Tower  Ace Radio Site off Tower Rd MOUNT TAYLOR","0","0","0","37 42 22S","147 33 38E","VIC","1150756","SALE RA1","","Issued"
"Bairnsdale","3REG","105.5","Community","M","18","OD","320","5266002","1385174","12067","Broadcast Australia Site off Tower Rd MT TAYLOR","0","0","0","37 42 20S","147 33 38E","VIC","5266","EAST GIPPSLAND RA1","","Issued"
"Bairnsdale","3ABCRN","106.3","National","M","41","DA","2000","3827002","1150239","12067","Broadcast Australia Site off Tower Rd MT TAYLOR","0","0","0","37 42 20S","147 33 38E","VIC","","","","Issued"
"Bairnsdale","3PNN","107.9","National","M","41","DA","2000","10011108","1192780","12067","Broadcast Australia Site off Tower Rd MT TAYLOR","0","0","0","37 42 20S","147 33 38E","VIC","","","","Issued"
"Balgo","6ACR","106.1","Community","V","10","DA","20","10001408","10140632","151708","Shire Office Bldg Cnr Yakai & Marwuntu Sts BALGO","0","0","0","20 8 31S","127 58 58E","WA","10019","BALGO RA1","","Issued"
"Ballarat (Lookout Hill)","3ABCFM","105.5","National","M","93","DA","100000","10003794","1150237","36240","Broadcast Tower LOOKOUT HILL","0","0","0","37 16 57S","143 14 52E","VIC","","","","Issued"
"Ballarat (Lookout Hill)","3JJJ","107.1","National","M","93","DA","100000","10003796","1153093","36240","Broadcast Tower LOOKOUT HILL","0","0","0","37 16 57S","143 14 52E","VIC","","","","Issued"
"Ballarat (Lookout Hill)","3CRR","107.9","National","M","93","DA","100000","10003795","1150240","36240","Broadcast Tower LOOKOUT HILL","0","0","0","37 16 57S","143 14 52E","VIC","","","","Issued"
"Ballarat (Warrenheip)","3PNN","94.3","National","M","50","DA","5000","1134454","1934056","150365","Radio Ballarat Site 9 km E of Ballarat MT WARRENHEIP","0","0","0","37 34 31S","143 57 37E","VIC","","","","Issued"
"Ballarat (Warrenheip)","3SBSFM","95.9","Retransmission","M","50","OD","1000","1131420","1188181","11727","Vertel Tower Mt Warrenheip  Lot 2045  Mt Warrenheip Rd DUNNSTOWN","0","0","0","37 34 36S","143 57 27E","VIC","","","","Issued"
"Ballarat (Warrenheip)","3BBB","99.9","Community","V","30","OD","3000","10005655","1153294","11727","Vertel Tower Mt Warrenheip  Lot 2045  Mt Warrenheip Rd DUNNSTOWN","0","0","0","37 34 36S","143 57 27E","VIC","1150001","BALLARAT RA2","","Issued"
"Ballarat (Warrenheip)","3RBA","102.3","Commercial","M","50","DA","20000","10005653","1153686","150365","Radio Ballarat Site 9 km E of Ballarat MT WARRENHEIP","0","0","0","37 34 31S","143 57 37E","VIC","10364","BALLARAT RA1","","Issued"
"Ballarat (Warrenheip)","3BBA","103.1","Commercial","M","50","DA","20000","10005184","1151274","150365","Radio Ballarat Site 9 km E of Ballarat MT WARRENHEIP","0","0","0","37 34 31S","143 57 37E","VIC","10284","BALLARAT RA1","","Issued"
"Ballarat (Warrenheip)","3BGR","103.9","Community","V","50","OD","3000","10003798","1154113","11727","Vertel Tower Mt Warrenheip  Lot 2045  Mt Warrenheip Rd DUNNSTOWN","0","0","0","37 34 36S","143 57 27E","VIC","10285","BALLARAT RA2","","Issued"
"Ballera","4ABCRN","102.7","Retransmission","V","40","OD","40","7064001","1157970","14943","Santos Site BALLERA","0","0","0","27 23 59S","141 48 17E","QLD","","","","Issued"
"Ballera","4JJJ","104.3","Retransmission","V","40","OD","40","7060001","10066822","9015471","Santos Site Gas Plant BALLERA","0","0","0","27 23 21S","141 48 35E","QLD","","","","Issued"
"Ballera","4ABCRR","105.9","Retransmission","V","40","OD","40","1415017","1153781","14943","Santos Site BALLERA","0","0","0","27 23 59S","141 48 17E","QLD","","","","Issued"
"Ballina","2PAR","101.9","Community","M","30","OD","1000","10010310","1170782","8391","Pine Avenue Site 1 BALLINA","0","0","0","28 51 47S","153 34 60E","NSW","1150750","BALLINA RA1","","Issued"
"Balranald","2ABCRN","93.1","National","M","30","OD","50","10004331","1153272","37499","Telstra Site 52 River St BALRANALD","0","0","0","34 38 23S","143 33 56E","NSW","","","","Issued"
"Balranald","","97.1","HPON","V","10","OD","25","10004336","1152385","10010939","Shamrock Hotel 35-37 Mayall St BALRANALD","0","0","0","34 38 24S","143 33 46E","NSW","","","","Issued"
"Banana","4RBL","88.9","Commercial","M","40","OD","500","1133261","1158252","136344","Rebel Media Site Banana Range  Lot 15 Banana Holdings Rd BANANA","0","0","0","24 26 55S","150 18 58E","QLD","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Banana","4BRZ","89.7","Commercial","M","40","OD","500","10003970","1142613","136344","Rebel Media Site Banana Range  Lot 15 Banana Holdings Rd BANANA","0","0","0","24 26 55S","150 18 58E","QLD","1150711","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Bankstown","2BAC","100.9","Community","M","20","DA","170","10009148","1941850","40421","Bankstown City Radio site Simmat Ave CONDELL PARK","0","0","0","33 55 9S","151 0 39E","NSW","3043","BANKSTOWN RA1","","Issued"
"Barcaldine","4ABCFM","97.7","Retransmission","V","52","OD","100","1132870","1900041","18096","Water Tower cnr Pine and Yew Streets BARCALDINE","0","0","0","23 33 24S","145 17 35E","QLD","","","","Issued"
"Barcaldine","4LRE","100.9","Commercial","V","50","OD","100","10005016","1158014","18096","Water Tower cnr Pine and Yew Streets BARCALDINE","0","0","0","23 33 24S","145 17 35E","QLD","10223","LONGREACH RA1","","Issued"
"Barcaldine","","103.3","HPON","M","70","OD","50","10004025","1153473","18083","Broadcast Site BARCALDINE","0","0","0","23 31 42S","145 15 33E","QLD","","","","Issued"
"Barcaldine","4JJJ","105.7","Retransmission","V","52","OD","100","1132871","1900045","18096","Water Tower cnr Pine and Yew Streets BARCALDINE","0","0","0","23 33 24S","145 17 35E","QLD","","","","Issued"
"Barcaldine","4ABCRN","107.3","National","M","81","OD","100","10003851","1198740","18083","Broadcast Site BARCALDINE","0","0","0","23 31 42S","145 15 33E","QLD","","","","Issued"
"Barham","","94.9","HPON","M","10","OD","10","10007975","1170001","153032","2KY Broadcast site Barham Hotel 34 Murray St BARHAM","0","0","0","35 37 30S","144 7 31E","NSW","","","","Issued"
"Barossa Valley","5BBB","89.1","Community","M","30","OD","1000","10010207","1170693","24182","Major Radio Site Rifle Range Road 7km SE of Tanunda MT KITCHENER","0","0","0","34 34 18S","139 0 21E","SA","1150741","BAROSSA VALLEY RA1","","Issued"
"Barossa Valley","","90.5","HPON","M","30","DA","1000","10010206","1170761","24182","Major Radio Site Rifle Range Road 7km SE of Tanunda MT KITCHENER","0","0","0","34 34 18S","139 0 21E","SA","","","","Issued"
"Barrington Valley","7AD","94.9","Commercial","V","15","DA","500","12000276","10589791","150715","Broadcast Tower Hydro Tas Site  Mt Claude  Olivers Rd MOUNT ROLAND","0","0","0","41 29 26S","146 11 4E","TAS","4218","DEVONPORT RA1","","Issued"
"Barrington Valley","7DDD","97.3","Commercial","V","15","DA","500","12000462","10589919","150715","Broadcast Tower Hydro Tas Site  Mt Claude  Olivers Rd MOUNT ROLAND","0","0","0","41 29 26S","146 11 4E","TAS","10353","DEVONPORT RA1","","Issued"
"Barrington Valley","7DDD","97.3","Commercial","V","15","DA","500","12000462","10589919","150715","Broadcast Tower Hydro Tas Site  Mt Claude  Olivers Rd MOUNT ROLAND","0","0","0","41 29 26S","146 11 4E","TAS","10353","DEVONPORT RA1","","Issued"
"Barrington/Stratford","4RBL","93.7","Commercial","V","30","OD","200","1133262","1991729","135650","Rebel Media Site Lot 98 Kia Ora Hill Rd BARRINGTON","0","0","0","31 57 45S","151 56 47E","NSW","10216","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Barrington/Stratford","4BRZ","97.7","Commercial","M","30","OD","200","10013960","1149667","135650","Rebel Media Site Lot 98 Kia Ora Hill Rd BARRINGTON","0","0","0","31 57 45S","151 56 47E","NSW","1150711","REMOTE COMMERCIAL RADIO SERVICE NORTH EAST ZONE RA1","","Issued"
"Barrow Island","6ABCFM","99.1","Retransmission","V","20","OD","20","1133367","1917708","9010301","Construction Village Barrow Island BARROW ISLAND","0","0","0","20 49 4S","115 26 18E","WA","","","","Issued"
"Barrow Island","6ABCRN","100.7","Retransmission","V","20","OD","20","1133366","1917707","9010301","Construction Village Barrow Island BARROW ISLAND","0","0","0","20 49 4S","115 26 18E","WA","","","","Issued"
"Barrow Island","6ABCRR","102.3","Retransmission","V","20","OD","20","1133365","1917706","9010301","Construction Village Barrow Island BARROW ISLAND","0","0","0","20 49 4S","115 26 18E","WA","","","","Issued"
"Barrow Island","6FMS","103.9","Retransmission","V","20","OD","20","1133364","1917705","9010301","Construction Village Barrow Island BARROW ISLAND","0","0","0","20 49 4S","115 26 18E","WA","","","","Issued"
"Barrow Island","6JJJ","105.5","Retransmission","V","20","OD","20","1133363","1917704","9010301","Construction Village Barrow Island BARROW ISLAND","0","0","0","20 49 4S","115 26 18E","WA","","","","Issued"
"Barrow Island","6SAT","107.1","Retransmission","V","20","OD","20","1133362","1917703","9010301","Construction Village Barrow Island BARROW ISLAND","0","0","0","20 49 4S","115 26 18E","WA","","","","Issued"
"Barunga","8ABCRR","101.7","Retransmission","M","20","OD","20","8236001","1157755","2182","Broadcast Site BARUNGA","0","0","0","14 31 29S","132 52 1E","NT","","","","Issued"
"Barunga","8JJJ","102.5","Retransmission","M","10","OD","30","1130633","1976891","2182","Broadcast Site BARUNGA","0","0","0","14 31 29S","132 52 1E","NT","","","","Issued"
"Barunga","8ACR","106.1","Community","M","10","OD","10","10003452","1171194","2182","Broadcast Site BARUNGA","0","0","0","14 31 29S","132 52 1E","NT","10111","BARUNGA RA1","","Issued"
"Batchelor","8ABCRN","92.1","Retransmission","V","30","OD","20","1137620","1157289","1707","Batchelor Institute Site 2 Mardango Cres BATCHELOR","0","0","0","13 2 44S","131 1 36E","NT","","","","Issued"
"Batchelor","8JJJ","92.9","Retransmission","V","30","OD","20","1130719","1159649","1707","Batchelor Institute Site 2 Mardango Cres BATCHELOR","0","0","0","13 2 44S","131 1 36E","NT","","","","Issued"
"Batchelor","8KIN","93.7","Retransmission","V","10","OD","10","10003343","1157288","1707","Batchelor Institute Site 2 Mardango Cres BATCHELOR","0","0","0","13 2 44S","131 1 36E","NT","","","","Issued"
"Batemans Bay","","96.3","HPON","M","10","OD","100","10008345","1170203","370283","Water Reserve Adjacent To 96 Vista Ave BATEMANS BAY","0","0","0","35 43 48S","150 11 11E","NSW","","","","Issued"
"Batemans Bay/Moruya","2PNN","100.5","National","M","37","DA","55000","10008226","1192602","8979","Broadcast Site 18km WSW of Batemans Bay MT WANDERA","0","0","0","35 47 46S","150 0 20E","NSW","","","","Issued"
"Batemans Bay/Moruya","2ABCFM","101.9","National","M","37","DA","55000","5075001","1150277","8979","Broadcast Site 18km WSW of Batemans Bay MT WANDERA","0","0","0","35 47 46S","150 0 20E","NSW","","","","Issued"
"Batemans Bay/Moruya","2BA","103.5","National","M","37","DA","55000","3316001","1150278","8979","Broadcast Site 18km WSW of Batemans Bay MT WANDERA","0","0","0","35 47 46S","150 0 20E","NSW","","","","Issued"
"Batemans Bay/Moruya","2EEE","104.3","Commercial","M","25","DA","20000","10004660","1154117","8979","Broadcast Site 18km WSW of Batemans Bay MT WANDERA","0","0","0","35 47 46S","150 0 20E","NSW","10306","BEGA RA1","","Issued"
"Batemans Bay/Moruya","2ABCRN","105.1","National","M","37","DA","55000","1782001","1150279","8979","Broadcast Site 18km WSW of Batemans Bay MT WANDERA","0","0","0","35 47 46S","150 0 20E","NSW","","","","Issued"
"Batemans Bay/Moruya","2EC","105.9","Commercial","M","25","DA","20000","4107004","1384843","8979","Broadcast Site 18km WSW of Batemans Bay MT WANDERA","0","0","0","35 47 46S","150 0 20E","NSW","4107","BEGA RA1","","Issued"
"Bathurst","2BS","95.1","Commercial","M","45","DA","8000","12000080","1385031","150418","Bathurst Broadcasters Site Gulf Forest Rd  2km North of YETHOLME","0","0","0","33 25 53S","149 48 21E","NSW","10248","BATHURST RA1","","Issued"
"Bathurst","2BXS","99.3","Commercial","M","45","OD","10000","10001355","1151398","150418","Bathurst Broadcasters Site Gulf Forest Rd  2km North of YETHOLME","0","0","0","33 25 53S","149 48 21E","NSW","10276","BATHURST RA1","","Issued"
"Bathurst","2BXS","99.3","Commercial","M","10","OD","100","10001355","1151398","41077","Broadcast Site 109 George St BATHURST","0","0","0","33 24 55S","149 34 52E","NSW","10276","BATHURST RA1","","Issued"
"Bathurst","2BCB","100.1","Community","M","30","OD","10000","10001354","1155585","152801","2KY Broadcasters Site Gulf Forest Rd  2km North of YETHOLME","0","0","0","33 25 54S","149 48 31E","NSW","10275","BATHURST RA3","","Issued"
"Bathurst","","100.9","HPON","M","30","OD","10000","10001353","1153543","152801","2KY Broadcasters Site Gulf Forest Rd  2km North of YETHOLME","0","0","0","33 25 54S","149 48 31E","NSW","","","","Issued"
"Bathurst City","2SBSFM","91.1","Retransmission","M","20","OD","200","12000166","10437429","10611","Vertel Site Reid Park MT PANORAMA","0","0","0","33 27 1S","149 32 51E","NSW","","","","Issued"
"Bathurst City","2MCE","92.3","Community","M","20","OD","1000","10001818","1385139","10611","Vertel Site Reid Park MT PANORAMA","0","0","0","33 27 1S","149 32 51E","NSW","10281","BATHURST RA2","","Issued"
"Bathurst City","2JJJ","95.9","National","M","37","OD","200","10007024","1156596","10621","Telstra Site Reid Park MT PANORAMA / WAHLUU","0","0","0","33 27 2S","149 32 50E","NSW","","","","Issued"
"Bathurst City","2ABCRN","96.7","National","M","37","OD","200","10001819","1150264","10621","Telstra Site Reid Park MT PANORAMA / WAHLUU","0","0","0","33 27 2S","149 32 50E","NSW","","","","Issued"
"Bathurst City","2ABCFM","97.5","National","M","37","OD","200","10007025","1156598","10621","Telstra Site Reid Park MT PANORAMA / WAHLUU","0","0","0","33 27 2S","149 32 50E","NSW","","","","Issued"
"Bathurst City","2PNN","98.3","National","M","37","OD","200","10014310","1565033","10621","Telstra Site Reid Park MT PANORAMA / WAHLUU","0","0","0","33 27 2S","149 32 50E","NSW","","","","Issued"
"Bathurst Island","8ABCRR","91.3","National","M","42","OD","150","10003992","1198393","36838","Telstra Site Mission Hill  Telstra Access Rd WURRUMIYANGA","0","0","0","11 46 33S","130 34 4E","NT","","","","Issued"
"Bathurst Island","8ABCRN","92.9","National","M","42","OD","150","10003991","1198398","36838","Telstra Site Mission Hill  Telstra Access Rd WURRUMIYANGA","0","0","0","11 46 33S","130 34 4E","NT","","","","Issued"
